tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	5578	0	live	PRKCA	AAG6, PKC-alpha, PKCA, PRKACA	protein kinase C alpha	PKC-A|aging-associated gene 6|protein kinase C, alpha	17q24.2	17	NC_000017.11	66302782	66810744	plus	21	176960	
9606	Homo sapiens	3565	0	live	IL4	BCGF-1, BCGF1, BSF-1, BSF1, IL-4	interleukin 4	B cell growth factor 1|B_cell stimulatory factor 1|binetrakin|interleukin 4 variant 2|lymphocyte stimulatory factor 1|pitrakinra	5q31.1	5	NC_000005.10	132673986	132682678	plus	4	147780	
9606	Homo sapiens	5970	0	live	RELA	NFKB3, p65	v-rel avian reticuloendotheliosis viral oncogene homolog A	NF-kappa-B p65delta3|NF-kappa-B transcription factor p65|nuclear factor NF-kappa-B p65 subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 3|v-rel reticuloendotheliosis viral oncogene homolog A	11q13	11	NC_000011.10	65653596	65662972	minus	11	164014	
9606	Homo sapiens	7517	0	live	XRCC3	CMM6	X-ray repair complementing defective repair in Chinese hamster cells 3	X-ray repair cross-complementing protein 3	14q32.3	14	NC_000014.9	103697608	103715486	minus	10	600675	
9606	Homo sapiens	3320	0	live	HSP90AA1	EL52, HEL-S-65p, HSP86, HSP89A, HSP90A, HSP90N, HSPC1, HSPCA, HSPCAL1, HSPCAL4, HSPN, Hsp89, Hsp90, LAP-2, LAP2	heat shock protein 90kDa alpha family class A member 1	HSP 86|LPS-associated protein 2|epididymis luminal secretory protein 52|epididymis secretory sperm binding protein Li 65p|heat shock 86 kDa|heat shock 90kD protein 1, alpha|heat shock 90kD protein 1, alpha-like 4|heat shock 90kD protein, alpha-like 4|heat shock 90kDa protein 1, alpha|heat shock protein 90kDa alpha (cytosolic), class A member 1|lipopolysaccharide-associated protein 2|renal carcinoma antigen NY-REN-38	14q32.33	14	NC_000014.9	102080738	102139759	minus	13	140571	
9606	Homo sapiens	79697	0	live	C14orf169	MAPJD, NO66, ROX, URLC2, hsNO66	chromosome 14 open reading frame 169	60S ribosomal protein L8 histidine hydroxylase|MYC-associated protein with JmjC domain|histone lysine demethylase NO66|lysine-specific demethylase NO66|nucleolar protein 66|ribosomal oxygenase NO66|up-regulated in lung cancer 2	14q24.3	14	NC_000014.9	73490934	73493401	plus	1	611919	
9606	Homo sapiens	7424	0	live	VEGFC	Flt4-L, LMPH1D, VRP	vascular endothelial growth factor C	FLT4 ligand DHM|vascular endothelial growth factor-related protein	4q34.3	4	NC_000004.12	176683534	176792745	minus	7	601528	
9606	Homo sapiens	324	0	live	APC	BTPS2, DP2, DP2.5, DP3, GS, PPP1R46	adenomatous polyposis coli	adenomatosis polyposis coli tumor suppressor|deleted in polyposis 2.5|protein phosphatase 1, regulatory subunit 46|truncated adenomatosis polyposis coli	5q21-q22	5	NC_000005.10	112707505	112846239	plus	18	611731	
9606	Homo sapiens	5979	0	live	RET	CDHF12, CDHR16, HSCR1, MEN2A, MEN2B, MTC1, PTC-ELE1, RET51, RET	ret proto-oncogene	CUX1/RET fusion|RET receptor tyrosine kinase|RET transforming sequence|cadherin family member 12|cadherin-related family member 16|hydroxyaryl-protein kinase|proto-oncogene c-Ret|rearranged during transfection|receptor tyrosine kinase|ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	10q11.2	10	NC_000010.11	43077027	43130351	plus	21	164761	
9606	Homo sapiens	6647	0	live	SOD1	ALS, ALS1, HEL-S-44, IPOA, SOD, hSod1, homodimer	superoxide dismutase 1, soluble	Cu/Zn superoxide dismutase|SOD, soluble|epididymis secretory protein Li 44|indophenoloxidase A|superoxide dismutase, cystolic	21q22.11	21	NC_000021.9	31659622	31668931	plus	5	147450	
9606	Homo sapiens	2272	0	live	FHIT	AP3Aase, FRA3B	fragile histidine triad	AP3A hydrolase|diadenosine 5',5'''-P1,P3-triphosphate hydrolase|dinucleosidetriphosphatase	3p14.2	3	NC_000003.12	59747587	61251459	minus	14	601153	
9606	Homo sapiens	1544	0	live	CYP1A2	CP12, P3-450, P450(PA)	cytochrome P450 family 1 subfamily A member 2	CYPIA2|P450 form 4|aryl hydrocarbon hydroxylase|cholesterol 25-hydroxylase|cytochrome P(3)450|cytochrome P450 4|cytochrome P450, family 1, subfamily A, polypeptide 2|cytochrome P450, subfamily I (aromatic compound-inducible), polypeptide 2|cytochrome P450-P3|dioxin-inducible P3-450|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase	15q24.1	15	NC_000015.10	74748843	74756600	plus	7	124060	
9606	Homo sapiens	5781	0	live	PTPN11	BPTP3, CFC, JMML, METCDS, NS1, PTP-1D, PTP2C, SH-PTP2, SH-PTP3, SHP2	protein tyrosine phosphatase, non-receptor type 11	PTP-2C|protein-tyrosine phosphatase 1D|protein-tyrosine phosphatase 2C	12q24	12	NC_000012.12	112418732	112509918	plus	16	176876	
9606	Homo sapiens	1557	0	live	CYP2C19	CPCJ, CYP2C, CYPIIC17, CYPIIC19, P450C2C, P450IIC19	cytochrome P450 family 2 subfamily C member 19	(R)-limonene 6-monooxygenase|(S)-limonene 6-monooxygenase|(S)-limonene 7-monooxygenase|S-mephenytoin 4-hydroxylase|cytochrome P-450 II C|cytochrome P450, family 2, subfamily C, polypeptide 19|cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 19|cytochrome P450-11A|cytochrome P450-254C|flavoprotein-linked monooxygenase|mephenytoin 4'-hydroxylase|mephenytoin 4-hydroxylase|microsomal monooxygenase|xenobiotic monooxygenase	10q24	10	NC_000010.11	94762681	94853205	plus	9	124020	
9606	Homo sapiens	2932	0	live	GSK3B		glycogen synthase kinase 3 beta	GSK-3 beta|GSK3beta isoform|serine/threonine-protein kinase GSK3B	3q13.3	3	NC_000003.12	119821321	120094417	minus	12	605004	
9606	Homo sapiens	10499	0	live	NCOA2	GRIP1, KAT13C, NCoA-2, SRC2, TIF2, bHLHe75	nuclear receptor coactivator 2	class E basic helix-loop-helix protein 75|glucocorticoid receptor-interacting protein-1|p160 steroid receptor coactivator 2|transcriptional intermediary factor 2	8q13.3	8	NC_000008.11	70109770	70405437	minus	32	601993	
9606	Homo sapiens	387	0	live	RHOA	ARH12, ARHA, RHO12, RHOH12	ras homolog family member A	Aplysia ras-related homolog 12|oncogene RHO H12|small GTP binding protein RhoA	3p21.3	3	NC_000003.12	49359136	49412093	minus	6	165390	
9606	Homo sapiens	5747	0	live	PTK2	FADK, FAK, FAK1, FRNK, PPP1R71, p125FAK, pp125FAK	protein tyrosine kinase 2	FADK 1|FAK-related non-kinase polypeptide|PTK2 protein tyrosine kinase 2|focal adhesion kinase isoform FAK-Del33|focal adhesion kinase-related nonkinase|protein phosphatase 1 regulatory subunit 71|protein phosphatase 1, regulatory subunit 71	8q24.3	8	NC_000008.11	140658382	141001313	minus	41	600758	
9606	Homo sapiens	5599	0	live	MAPK8	JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c	mitogen-activated protein kinase 8	JUN N-terminal kinase|MAP kinase 8|c-Jun N-terminal kinase 1|mitogen-activated protein kinase 8 isoform JNK1 alpha1|mitogen-activated protein kinase 8 isoform JNK1 beta2|stress-activated protein kinase 1|stress-activated protein kinase 1c	10q11.22	10	NC_000010.11	48306639	48439360	plus	15	601158	
9606	Homo sapiens	1813	0	live	DRD2	D2DR, D2R	dopamine receptor D2	dopamine D2 receptor|dopamine receptor D2 isoform|seven transmembrane helix receptor	11q23	11	NC_000011.10	113409595	113475279	minus	8	126450	
9606	Homo sapiens	4436	0	live	MSH2	COCA1, FCC1, HNPCC, HNPCC1, LCFS2	mutS homolog 2	hMSH2|mutS homolog 2, colon cancer, nonpolyposis type 1	2p21	2	NC_000002.12	47403067	47564579	plus	19	609309	
9606	Homo sapiens	650	0	live	BMP2	BDA2A, BMP2	bone morphogenetic protein 2	bone morphogenetic protein 2A	20p12	20	NC_000020.11	6767694	6780263	plus	3	112261	
9606	Homo sapiens	6794	0	live	STK11	LKB1, PJS, hLKB1	serine/threonine kinase 11	liver kinase B1|polarization-related protein LKB1|renal carcinoma antigen NY-REN-19|serine/threonine-protein kinase 11|serine/threonine-protein kinase LKB1	19p13.3	19	NC_000019.10	1205799	1228435	plus	13	602216	
9606	Homo sapiens	10018	0	live	BCL2L11	BAM, BIM, BOD	BCL2 like 11	BCL2-like 11 (apoptosis facilitator)|bcl-2 interacting mediator of cell death|bcl-2 interacting protein Bim|bcl-2-related ovarian death agonist	2q13	2	NC_000002.12	111120618	111168445	plus	15	603827	
9606	Homo sapiens	4288	0	live	MKI67	KIA, MIB-, MIB-1, PPP1R105	marker of proliferation Ki-67	antigen identified by monoclonal antibody Ki-67|proliferation-related Ki-67 antigen|protein phosphatase 1, regulatory subunit 105	10q26.2	10	NC_000010.11	128096659	128126363	minus	16	176741	
9606	Homo sapiens	4843	0	live	NOS2	HEP-NOS, INOS, NOSA, NOS2	nitric oxide synthase 2	NOS type II|NOS, type II|hepatocyte NOS|inducible NO synthase|inducible NOS|nitric oxide synthase 2, inducible|nitric oxide synthase 2A (inducible, hepatocytes)|nitric oxide synthase, macrophage|peptidyl-cysteine S-nitrosylase NOS2	17q11.2	17	NC_000017.11	27756766	27804341	minus	29	163730	
9606	Homo sapiens	1545	0	live	CYP1B1	CP1B, CYPIB1, GLC3A, P4501B1	cytochrome P450 family 1 subfamily B member 1	aryl hydrocarbon hydroxylase|cytochrome P450, family 1, subfamily B, polypeptide 1|cytochrome P450, subfamily I (dioxin-inducible), polypeptide 1 (glaucoma 3, primary infantile)|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase	2p22.2	2	NC_000002.12	38067603	38076181	minus	3	601771	
9606	Homo sapiens	335	0	live	APOA1	apo(a)	apolipoprotein A-I	apo-AI	11q23-q24	11	NC_000011.10	116835751	116837647	minus	4	107680	
9606	Homo sapiens	5265	0	live	SERPINA1	A1A, A1AT, AAT, PI, PI1, PRO2275, alpha1AT	serpin family A member 1	alpha-1 protease inhibitor|alpha-1-antiproteinase|alpha-1-antitrypsin null|protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin|serine (or cysteine) proteinase inhibitor, clade A, member 1|serpin A1|serpin peptidase inhibitor clade A member 1|serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	14q32.1	14	NC_000014.9	94376747	94390692	minus	7	107400	
9606	Homo sapiens	682	0	live	BSG	5F7, CD147, EMMPRIN, OK, TCSF	basigin (Ok blood group)	OK blood group antigen|collagenase stimulatory factor|extracellular matrix metalloproteinase inducer|leukocyte activation antigen M6|tumor cell-derived collagenase stimulatory factor	19p13.3	19	NC_000019.10	571277	583493	plus	10	109480	
9606	Homo sapiens	450093	0	live	LNCR1		Lung cancer 1		6q23-q25	6						608935	
9606	Homo sapiens	1950	0	live	EGF	HOMG4, URG	epidermal growth factor	beta-urogastrone	4q25	4	NC_000004.12	109912883	110012962	plus	26	131530	
9606	Homo sapiens	4683	0	live	NBN	AT-V1, AT-V2, ATV, NBS, NBS1, P95	nibrin	Nijmegen breakage syndrome 1 (nibrin)|cell cycle regulatory protein p95|p95 protein of the MRE11/RAD50 complex	8q21	8	NC_000008.11	89933336	89984733	minus	19	602667	
9606	Homo sapiens	2052	0	live	EPHX1	EPHX, EPOX, HYL1, MEH	epoxide hydrolase 1	epoxide hydratase|epoxide hydrolase 1 microsomal|epoxide hydrolase 1, microsomal (xenobiotic)	1q42.1	1	NC_000001.11	225810074	225845563	plus	10	132810	
9606	Homo sapiens	7428	0	live	VHL	HRCA1, RCA11, pVHL, VHL	von Hippel-Lindau tumor suppressor	elongin binding protein|protein G7|von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	3p25.3	3	NC_000003.12	10141635	10153670	plus	4	608537	
9606	Homo sapiens	183	0	live	AGT	ANHU, SERPINA8	angiotensinogen	alpha-1 antiproteinase, antitrypsin|angiotensin I|angiotensin II|angiotensinogen (serpin peptidase inhibitor, clade A, member 8)|pre-angiotensinogen|serine (or cysteine) proteinase inhibitor|serpin A8|serpin peptidase inhibitor, clade A, member 8	1q42.2	1	NC_000001.11	230702523	230714590	minus	5	106150	
9606	Homo sapiens	7276	0	live	TTR	CTS, CTS1, HEL111, HsT2651, PALB, TBPA	transthyretin	ATTR|carpal tunnel syndrome 1|epididymis luminal protein 111|prealbumin, amyloidosis type I|thyroxine-binding prealbumin	18q12.1	18	NC_000018.10	31591767	31599024	plus	4	176300	
9606	Homo sapiens	3557	0	live	IL1RN	DIRA, ICIL-1RA, IL-1RN, IL-1ra, IL-1ra3, IL1F3, IL1RA, IRAP, MVCD4	interleukin 1 receptor antagonist	IL1 inhibitor|intracellular IL-1 receptor antagonist type II|intracellular interleukin-1 receptor antagonist (icIL-1ra)|type II interleukin-1 receptor antagonist	2q14.2	2	NC_000002.12	113099365	113134016	plus	11	147679	
9606	Homo sapiens	64127	0	live	NOD2	ACUG, BLAU, CARD15, CD, CLR16.3, IBD1, NLRC2B, PSORAS1, NOD2	nucleotide binding oligomerization domain containing 2	NLR family, CARD domain containing 2|NOD-like receptor C2|caspase recruitment domain family, member 15|caspase recruitment domain protein 15|caspase recruitment domain-containing protein 15|inflammatory bowel disease protein 1|nucleotide-binding oligomerization domain 2|nucleotide-binding oligomerization domain containing 2|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 2	16q21	16	NC_000016.10	50693581	50733081	plus	16	605956	
9606	Homo sapiens	7450	0	live	VWF	F8VWF, VWD	von Willebrand factor	coagulation factor VIII VWF	12p13.3	12	NC_000012.12	5948874	6124670	minus	52	613160	
9606	Homo sapiens	5697	0	live	PYY	PYY-I1, PYY	peptide YY	peptide tyrosine tyrosine|prepro-PYY	17q21.1	17	NC_000017.11	43952733	44024260	minus	8	600781	
9606	Homo sapiens	4023	0	live	LPL	HDLCQ11, LIPD	lipoprotein lipase		8p22	8	NC_000008.11	19939071	19967259	plus	10	609708	
9606	Homo sapiens	1869	0	live	E2F1	E2F-1, RBAP1, RBBP3, RBP3	E2F transcription factor 1	PBR3|PRB-binding protein E2F-1|RBAP-1|RBBP-3|retinoblastoma-associated protein 1|retinoblastoma-binding protein 3	20q11.2	20	NC_000020.11	33675486	33686404	minus	7	189971	
9606	Homo sapiens	2706	0	live	GJB2	CX26, DFNA3, DFNA3A, DFNB1, DFNB1A, HID, KID, NSRD1, PPK	gap junction protein beta 2	connexin 26|gap junction protein, beta 2, 26kDa|mutant gap junction protein beta 2	13q11-q12	13	NC_000013.11	20187463	20192975	minus	3	121011	
9606	Homo sapiens	6790	0	live	AURKA	AIK, ARK1, AURA, AURORA2, BTAK, PPP1R47, STK15, STK6, STK7	aurora kinase A	ARK-1|Aurora-A kinase|IPL1-related kinase|aurora 2|aurora-related kinase 1|aurora/IPL1-like kinase|aurora/IPL1-related kinase 1|breast tumor-amplified kinase|breast-tumor-amplified kinase|hARK1|protein phosphatase 1, regulatory subunit 47|serine/threonine kinase 6|serine/threonine protein kinase 15|serine/threonine-protein kinase 15|serine/threonine-protein kinase 6|serine/threonine-protein kinase aurora-A	20q13	20	NC_000020.11	56369389	56392295	minus	11	603072	
9606	Homo sapiens	407040	0	live	MIR34A	MIRN34A, miRNA34A, mir-34, mir-34a	microRNA 34a	hsa-mir-34a	1p36.22	1	NC_000001.11	9151668	9151777	minus	1	611172	
9606	Homo sapiens	1191	0	live	CLU	AAG4, APO-J, APOJ, CLI1, CLU2, KUB1, NA1/NA2, SGP-2, SGP2, SP-40, TRPM-2, TRPM2, CLU	clusterin	aging-associated protein 4|apolipoprotein J|complement cytolysis inhibitor|complement lysis inhibitor|complement-associated protein SP-40,40|ku70-binding protein 1|sulfated glycoprotein 2|testosterone-repressed prostate message 2	8p21-p12	8	NC_000008.11	27596917	27615031	minus	11	185430	
9606	Homo sapiens	3934	0	live	LCN2	24p3, MSFI, NGAL, p25	lipocalin 2	25 kDa alpha-2-microglobulin-related subunit of MMP-9|lipocalin-2|migration-stimulating factor inhibitor|oncogene 24p3|siderocalin LCN2	9q34	9	NC_000009.12	128149453	128153455	plus	7	600181	
9606	Homo sapiens	4153	0	live	MBL2	COLEC1, HSMBPC, MBLD, MBP, MBP-C, MBP1, MBPD, MBL2	mannose binding lectin 2	collectin-1|mannan-binding lectin|mannose-binding lectin (protein C) 2, soluble (opsonic defect)|mannose-binding lectin 2, soluble (opsonic defect)	10q11.2	10	NC_000010.11	52765380	52772841	minus	5	154545	
9606	Homo sapiens	7046	0	live	TGFBR1	AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TGFR-1, tbetaR-I	transforming growth factor beta receptor I	activin A receptor type II-like kinase, 53kDa|activin A receptor type II-like protein kinase of 53kD|activin receptor-like kinase 5|mutant transforming growth factor beta receptor I|serine/threonine-protein kinase receptor R4|transforming growth factor, beta receptor 1|transforming growth factor-beta receptor type I	9q22	9	NC_000009.12	99104038	99154192	plus	11	190181	
9606	Homo sapiens	1559	0	live	CYP2C9	CPC9, CYP2C, CYP2C10, CYPIIC9, P450IIC9	cytochrome P450 family 2 subfamily C member 9	cholesterol 25-hydroxylase|cytochrome P-450 S-mephenytoin 4-hydroxylase|cytochrome P-450MP|cytochrome P450 PB-1|cytochrome P450, family 2, subfamily C, polypeptide 9|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase	10q24	10	NC_000010.11	94938658	94989391	plus	9	601130	
9606	Homo sapiens	3075	0	live	CFH	AHUS1, AMBP1, ARMD4, ARMS1L3, FH, FHL1, HF, HF1, HF2, HUS, CFH	complement factor H	H factor 1 (complement)|H factor 2 (complement)|adrenomedullin binding protein|age-related maculopathy susceptibility 1|beta-1-H-globulin|beta-1H|factor H|factor H-like 1	1q32	1	NC_000001.11	196651878	196747504	plus	23	134370	
9606	Homo sapiens	4314	0	live	MMP3	CHDS6, MMP-3, SL-1, STMY, STMY1, STR1	matrix metallopeptidase 3	matrix metalloproteinase 3 (stromelysin 1, progelatinase)|proteoglycanase|transin-1	11q22.3	11	NC_000011.10	102835797	102843611	minus	10	185250	
9606	Homo sapiens	3265	0	live	HRAS	C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV1, RASH1, p21ras, HRAS	Harvey rat sarcoma viral oncogene homolog	GTP- and GDP-binding peptide B|Ha-Ras1 proto-oncoprotein|Harvey rat sarcoma viral oncoprotein|Ras family small GTP binding protein H-Ras|c-has/bas p21 protein|c-ras-Ki-2 activated oncogene|p19 H-RasIDX protein|transformation gene: oncogene HAMSV|transforming protein p21|v-Ha-ras Harvey rat sarcoma viral oncogene homolog	11p15.5	11	NC_000011.10	532242	535561	minus	7	190020	
9606	Homo sapiens	406938	0	live	MIR146A	MIRN146, MIRN146A, miR-146a, miRNA146A	microRNA 146a	hsa-mir-146|hsa-mir-146a	5q34	5	NC_000005.10	160485352	160485450	plus	1	610566	
9606	Homo sapiens	1457	0	live	CSNK2A1	CK2A1, CKII, CSNK2A3	casein kinase 2 alpha 1	CK II alpha 3|CK2 catalytic subunit alpha|casein kinase 2, alpha 1 polypeptide|casein kinase II alpha 1 polypeptide pseudogene|casein kinase II alpha 1 subunit|protein kinase CK2	20p13	20	NC_000020.11	472969	543838	minus	16	115440	
9606	Homo sapiens	5328	0	live	PLAU	ATF, BDPLT5, QPD, UPA, URK, u-PA	plasminogen activator, urokinase	U-plasminogen activator|plasminogen activator, urinary	10q22.2	10	NC_000010.11	73909182	73917501	plus	12	191840	
9606	Homo sapiens	7508	0	live	XPC	RAD4, XP3C, p125, XPC	xeroderma pigmentosum, complementation group C	mutant xeroderma pigmentosum group C	3p25.1	3	NC_000003.12	14145147	14178672	minus	18	613208	
9606	Homo sapiens	7080	0	live	NKX2-1	BCH, BHC, NK-2, NKX2.1, NKX2A, NMTC1, T/EBP, TEBP, TITF1, TTF-1, TTF1	NK2 homeobox 1	NK-2 homolog A|homeobox protein NK-2 homolog A|thyroid nuclear factor 1|thyroid transcription factor 1|thyroid-specific enhancer-binding protein	14q13	14	NC_000014.9	36516397	36520225	minus	3	600635	
9606	Homo sapiens	1906	0	live	EDN1	ARCND3, ET1, HDLCQ7, PPET1, QME	endothelin 1	preproendothelin-1	6p24.1	6	NC_000006.12	12261214	12297194	plus	7	131240	
9606	Homo sapiens	4282	0	live	MIF	GIF, GLIF, MMIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	L-dopachrome isomerase|L-dopachrome tautomerase|phenylpyruvate tautomerase	22q11.23	22	NC_000022.11	23894378	23895222	plus	3	153620	
9606	Homo sapiens	2321	0	live	FLT1	FLT, FLT-1, VEGFR-1, VEGFR1	fms related tyrosine kinase 1	fms-like tyrosine kinase 1|fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)|tyrosine-protein kinase FRT|tyrosine-protein kinase receptor FLT|vascular permeability factor receptor	13q12	13	NC_000013.11	28300346	28495128	minus	33	165070	
9606	Homo sapiens	4363	0	live	ABCC1	ABC29, ABCC, GS-X, MRP, MRP1	ATP binding cassette subfamily C member 1	ATP-binding cassette transporter variant ABCC1delta-ex13|ATP-binding cassette transporter variant ABCC1delta-ex13&14|ATP-binding cassette transporter variant ABCC1delta-ex25|ATP-binding cassette transporter variant ABCC1delta-ex25&26|ATP-binding cassette, sub-family C (CFTR/MRP), member 1|LTC4 transporter|leukotriene C(4) transporter	16p13.1	16	NC_000016.10	15949577	16143074	plus	33	158343	
9606	Homo sapiens	6597	0	live	SMARCA4	BAF190, BAF190A, BRG1, MRD16, RTPS2, SNF2, SNF2L4, SNF2LB, SWI2, hSNF2b	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	ATP-dependent helicase SMARCA4|BRG1-associated factor 190A|BRM/SWI2-related gene 1|SNF2-beta|SNF2-like 4|brahma protein-like 1|global transcription activator homologous sequence|homeotic gene regulator|mitotic growth and transcription activator|nuclear protein GRB1|protein BRG-1|protein brahma homolog 1|sucrose nonfermenting-like 4	19p13.2	19	NC_000019.10	10960922	11062282	plus	38	603254	
9606	Homo sapiens	3309	0	live	HSPA5	BIP, GRP78, HEL-S-89n, MIF2	heat shock protein family A (Hsp70) member 5	endoplasmic reticulum lumenal Ca(2+)-binding protein grp78|epididymis secretory sperm binding protein Li 89n|glucose-regulated protein, 78kDa|heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)|immunoglobulin heavy chain-binding protein	9q33.3	9	NC_000009.12	125234848	125241387	minus	8	138120	
9606	Homo sapiens	2033	0	live	EP300	KAT3B, RSTS2, p300	E1A binding protein p300	E1A-associated protein p300|E1A-binding protein, 300kD|p300 HAT	22q13.2	22	NC_000022.11	41092610	41180077	plus	31	602700	
9606	Homo sapiens	7490	0	live	WT1	AWT1, EWS-WT1, GUD, NPHS4, WAGR, WIT-2, WT33	Wilms tumor 1	Wilms tumor protein isoform Ex4a(+)	11p13	11	NC_000011.10	32387775	32435535	minus	11	607102	
9606	Homo sapiens	54658	0	live	UGT1A1	BILIQTL1, GNT1, HUG-BR1, UDPGT, UDPGT 1-1, UGT1, UGT1A	UDP glucuronosyltransferase family 1 member A1	UDP glucuronosyltransferase 1 family, polypeptide A1|UDP glycosyltransferase 1 family, polypeptide A1|UDP-glucuronosyltransferase 1-A|UDP-glucuronosyltransferase 1A1|UGT-1A|UGT1*1|UGT1-01|UGT1.1|bilirubin UDP-glucuronosyltranserase|bilirubin UDP-glucuronosyltransferase 1-1|bilirubin UDP-glucuronosyltransferase isozyme 1|bilirubin-specific UDPGT isozyme 1	2q37	2	NC_000002.12	233760273	233773299	plus	5	191740	
9606	Homo sapiens	128602	0	live	C20orf85	LLC1, bA196N14.1	chromosome 20 open reading frame 85	low in lung cancer 1	20q13.32	20	NC_000020.11	58150927	58161130	plus	4		
9606	Homo sapiens	7430	0	live	EZR	CVIL, CVL, HEL-S-105, VIL2	ezrin	cytovillin 2|epididymis secretory protein Li 105|p81|villin 2 (ezrin)|villin-2	6q25.3	6	NC_000006.12	158765741	158819424	minus	14	123900	
9606	Homo sapiens	51105	0	live	PHF20L1	CGI-72, TDRD20B, URLC1	PHD finger protein 20-like 1	tudor domain containing 20B|tudor domain-containing protein PHF20L1|up-regulated in lung cancer 1	8q24.22	8	NC_000008.11	132775358	132848807	plus	24		
9606	Homo sapiens	3065	0	live	HDAC1	GON-10, HD1, RPD3, RPD3L1	histone deacetylase 1	reduced potassium dependency, yeast homolog-like 1	1p34	1	NC_000001.11	32292107	32333628	plus	15	601241	
9606	Homo sapiens	25	0	live	ABL1	ABL, JTK7, bcr/abl, c-ABL, c-ABL1, p150, v-abl	ABL proto-oncogene 1, non-receptor tyrosine kinase	Abelson tyrosine-protein kinase 1|bcr/c-abl oncogene protein|c-abl oncogene 1, receptor tyrosine kinase|proto-oncogene c-Abl|proto-oncogene tyrosine-protein kinase ABL1|v-abl Abelson murine leukemia viral oncogene homolog 1	9q34.1	9	NC_000009.12	130713881	130887675	plus	12	189980	
9606	Homo sapiens	6513	0	live	SLC2A1	CSE, DYT17, DYT18, DYT9, EIG12, GLUT, GLUT-1, GLUT1, GLUT1DS, HTLVR, PED, SDCHCN	solute carrier family 2 member 1	choreoathetosis/spasticity, episodic (paroxysmal choreoathetosis/spasticity)|glucose transporter type 1, erythrocyte/brain|hepG2 glucose transporter|human T-cell leukemia virus (I and II) receptor|receptor for HTLV-1 and HTLV-2|solute carrier family 2 (facilitated glucose transporter), member 1	1p34.2	1	NC_000001.11	42925375	42959176	minus	10	138140,143090	
9606	Homo sapiens	1326	0	live	MAP3K8	AURA2, COT, EST, ESTF, MEKK8, TPL2, Tpl-2, c-COT	mitogen-activated protein kinase kinase kinase 8	Ewing sarcoma transformant|augmented in rheumatoid arthritis 2|cot (cancer Osaka thyroid) oncogene|proto-oncogene c-Cot|proto-oncogene serine/threoine protein kinase|tumor progression locus 2	10p11.23	10	NC_000010.11	30434003	30461833	plus	13	191195	
9606	Homo sapiens	4982	0	live	TNFRSF11B	OCIF, OPG, PDB5, TR1	tumor necrosis factor receptor superfamily member 11b	osteoclastogenesis inhibitory factor|osteoprotegerin|tumor necrosis factor receptor superfamily, member 11b	8q24	8	NC_000008.11	118923557	118952144	minus	5	602643	
9606	Homo sapiens	3481	0	live	IGF2	C11orf43, GRDF, IGF-II, PP9974	insulin like growth factor 2	T3M-11-derived growth factor|insulin-like growth factor 2 (somatomedin A)|insulin-like growth factor type 2|preptin	11p15.5	11	NC_000011.10	2129112	2149603	minus	9	147470	
9606	Homo sapiens	3953	0	live	LEPR	CD295, LEP-RD, OB-R, OBR, LEPR	leptin receptor	OB receptor|huB219	1p31	1	NC_000001.11	65420652	65637493	plus	24	601007	
9606	Homo sapiens	6934	0	live	TCF7L2	TCF-4, TCF4	transcription factor 7 like 2	HMG box transcription factor 4|T-cell factor 4|T-cell factor-4 variant A|T-cell factor-4 variant B|T-cell factor-4 variant C|T-cell factor-4 variant D|T-cell factor-4 variant E|T-cell factor-4 variant F|T-cell factor-4 variant G|T-cell factor-4 variant H|T-cell factor-4 variant I|T-cell factor-4 variant J|T-cell factor-4 variant K|T-cell factor-4 variant L|T-cell factor-4 variant M|T-cell factor-4 variant X2|T-cell-specific transcription factor 4|hTCF-4|transcription factor 7-like 2 (T-cell specific, HMG-box)	10q25.3	10	NC_000010.11	112950219	113167678	plus	21	602228	
